Dataset,Mixture Label,CID_1,CID_2,CID_3,CID_4,CID_5,CID_6,CID_7,CID_8,CID_9,CID_10,CID_11,CID_12,CID_13,CID_14,CID_15,CID_16,CID_17,CID_18,CID_19,CID_20,CID_21,CID_22,CID_23,CID_24,CID_25,CID_26,CID_27,CID_28,CID_29,CID_30,CID_31,CID_32,CID_33,CID_34,CID_35,CID_36,CID_37,CID_38,CID_39,CID_40,CID_41,CID_42,CID_43
Bushdid,167,22873,240,1127,14286,8918,22386,12180,8797,7762,8025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,212,7519,2758,12367,7714,6184,240,6982,1068,3776,12180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,50,7519,2758,12367,18827,16666,22386,7991,8051,5634,31272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,29,4133,8148,7654,612,7731,7150,1031,7848,6654,12348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,406,4133,8148,7654,61016,6989,22386,8130,31249,19310,7762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,166,10560,3314,2758,12741,176,11552,7654,7762,93009,22201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,130,3314,1068,6184,2879,24915,443158,7991,7888,7749,7150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,417,3314,1068,6184,6590,264,22386,62465,10821,10430,22201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,436,62433,8030,8892,10722,31272,261,7460,7583,31276,1146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,262,62433,8030,8892,176,19310,22386,443158,93009,1127,6982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,519,6982,443162,8051,1146,26331,10976,6590,7921,7059,8148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,328,6982,443162,8051,7460,12232,22386,7685,8130,7632,62465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,291,5281515,93009,10890,3776,10560,8892,62444,8918,6982,7731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,124,5281515,93009,10890,7921,12741,22386,2758,7632,7654,24915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,515,999,10821,798,31276,7710,5281168,7600,7460,179,8858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,83,999,10821,798,6501,31272,22386,12180,6736,7749,4133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,432,8130,5373603,7463,2969,8148,2879,7762,8186,6654,3776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,18,8130,5373603,7463,93009,11124,22386,179,10976,61138,8635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,62,31265,5281168,7991,11552,7059,8103,637566,22873,11509,31244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,257,31265,5281168,7991,6982,6184,22386,7793,22201,8186,1060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,266,8892,6544,7799,62444,11002,7519,62336,7600,8030,24915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,26,8892,6544,7799,440917,7165,22386,1068,440967,7714,12741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,162,7344,6989,7921,2758,261,7150,31272,3776,8103,10890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,330,7344,6989,7921,326,6184,22386,22201,7685,91497,26331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,272,5281168,7888,7410,31265,10821,180,8103,7165,14286,8148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,129,5281168,7888,7410,10976,8186,22386,443158,5283349,8048,7059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,47,2969,10821,7463,2879,15380,240,1060,14286,2758,6501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,479,2969,10821,7463,12741,61016,22386,176,8048,22873,7059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,125,16666,19310,62465,7848,440917,7991,1060,8051,8118,6590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,401,16666,19310,62465,22201,7921,22386,7583,7762,6184,6989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,242,3314,62433,5281515,7749,6561,12178,1068,7165,11552,12348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,213,3314,62433,5281515,7749,6561,12178,8048,7710,22386,18827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,66,8091,5281515,440967,61138,326,1031,6590,8892,91497,7654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,228,8091,5281515,440967,61138,326,1031,7363,7966,22386,16666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,34,7059,7714,10722,7710,1127,7921,11552,7749,8091,6501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,409,7059,7714,10722,7710,1127,7921,179,3314,22386,26331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,324,4133,7799,6590,8148,7714,10976,440967,3314,26331,6736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,425,4133,7799,6590,8148,7714,10976,180,11124,22386,8918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,383,8025,7762,62336,10430,7632,6501,12232,31244,176,7410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,253,8025,7762,62336,10430,7632,6501,3314,6184,22386,18827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,365,8030,798,7714,93009,8118,7731,62336,8635,999,5281515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,92,8030,798,7714,93009,8118,7731,10722,7762,10821,11509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,339,179,22873,8103,6544,8118,6501,22201,6561,7685,5283349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,131,179,22873,8103,6544,8118,6501,637566,7799,22386,4133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,230,261,31272,8797,637566,2879,7654,3776,10882,1127,1031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,280,261,31272,8797,637566,2879,7654,7991,7714,22386,7749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,405,6544,3776,4133,62433,440917,1127,7654,7632,7888,5281515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,241,6544,3776,4133,62433,440917,1127,8048,1031,22386,10430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,44,62433,10722,6054,2969,6501,24915,5281168,6736,22873,12348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,388,62433,10722,6054,2969,6501,24915,798,11552,22386,12020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,363,8048,10430,7410,7654,637511,12348,10882,12020,7632,12180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,172,8048,10430,7410,7654,637511,12348,5634,8118,22386,443162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,473,12020,12180,10722,180,8186,31249,8030,31265,93009,10560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,205,12020,12180,10722,180,8186,31249,7731,11509,3314,6989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,251,11509,176,18827,443162,6544,7731,12741,7460,11002,8148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,310,11509,176,18827,443162,6544,7731,8918,61016,22386,6654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,157,612,31244,19310,637511,1146,22201,2969,5281168,26331,7410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,447,612,31244,19310,637511,1146,22201,7632,18827,22386,10722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,158,999,2758,62336,7731,7165,1146,5634,7632,1140,6590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,505,999,2758,62336,7731,7165,1146,11552,11509,22386,12367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,408,240,6054,31265,7714,5283349,12741,8025,6561,7848,637566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,369,240,6054,31265,7714,5283349,12741,1060,11552,22386,7165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,103,443158,14286,10976,6561,6982,7731,10890,612,12367,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,258,443158,14286,10976,6561,6982,7731,440967,12178,22386,6989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,359,7410,31272,6590,8858,6561,8103,61138,11509,2879,7749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,347,7410,31272,6590,8858,6561,8103,12741,440917,22386,31276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,486,61138,8118,8635,16666,5281515,7460,261,7714,15380,8030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,7,61138,8118,8635,16666,5281515,7460,7654,6184,22386,8797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,153,8025,11002,11124,177,637566,176,7714,6989,93009,7165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,513,8025,11002,11124,177,637566,176,7991,3314,22386,12367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,402,8797,2879,7888,6501,443158,22873,454,8048,8130,1068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,496,8797,2879,7888,6501,443158,22873,454,8048,8130,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,86,7921,7632,2758,7799,1060,7583,2879,31249,7519,8118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,337,7921,7632,2758,7799,1060,7583,2879,31249,7519,6736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,300,443158,22201,2879,999,1140,31249,11552,4133,8858,22873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,134,443158,22201,2879,999,1140,31249,11552,4133,8858,7632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,428,7600,7749,10976,91497,3776,7583,7966,2758,26331,5281515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,471,7600,7749,10976,91497,3776,7583,7966,2758,26331,7460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,504,7793,180,6654,2758,177,440917,7410,91497,8918,798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,108,7793,180,6654,2758,177,440917,7410,91497,8918,93009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,152,7059,443162,637511,16666,7888,31276,11124,6654,8051,31249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,491,7059,443162,637511,16666,7888,31276,11124,6654,8051,8148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,203,3776,12741,8148,8918,93009,10722,7632,6544,5281515,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,403,3776,12741,8148,8918,93009,10722,7632,6544,5281515,10890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,284,7848,3776,7799,7344,14286,31276,177,176,12178,12367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,314,7848,3776,7799,7344,14286,31276,177,176,12178,2758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,395,5283349,10560,7519,6054,7363,8130,18827,8091,5373603,26331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,104,5283349,10560,7519,6054,7363,8130,18827,8091,5373603,2758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,170,443158,240,460,14286,7848,12348,8797,7749,443162,7799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,159,443158,240,460,14286,7848,12348,8797,7749,443162,8892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,36,7654,8148,8030,31272,460,6982,12348,2969,6184,14286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,452,7654,8148,8030,31272,460,6982,12348,2969,6184,6544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,457,11552,10560,6184,999,8048,1060,61016,10890,180,26331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,54,11552,10560,6184,999,8048,1060,61016,10890,180,7799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,260,7519,10976,18827,7966,6544,7600,1068,8025,7460,6654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,415,7519,10976,18827,7966,6544,7600,1068,8025,7460,7583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,148,14286,7888,12232,8048,7848,11002,5281515,12367,12178,10882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,308,14286,7888,12232,8048,7848,11002,5281515,12367,12178,7410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,240,1127,93009,7749,31249,4133,8048,7921,3314,179,62433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,446,1127,93009,7749,31249,4133,8048,7921,3314,179,6054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,278,11552,326,12367,440917,62433,8797,24915,61016,440967,62444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,144,11552,326,12367,440917,62433,8797,24915,61016,440967,7848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,171,12367,7848,12348,6590,240,5373603,11002,8186,5281515,2758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,431,12367,7848,12348,6590,240,5373603,11002,8186,5281515,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,21,264,7165,8148,91497,5283349,2758,8635,443162,31265,6054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,268,264,7165,8148,91497,5283349,2758,8635,443162,31265,7793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,499,8048,7762,10976,31265,8797,7793,1031,460,31249,11124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,81,8048,7762,10976,31265,8797,7793,1031,460,31249,612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,386,443158,12348,62433,8918,4133,2758,31272,24915,7519,3314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,450,443158,12348,62433,8918,4133,2758,31272,24915,7519,5281515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 5,1,7799,176,7363,14286,8025,6561,11552,12020,22386,9609,84682,8063,8857,7895,7284,11173,8103,637566,638011,10890,24915,3314,8842,10430,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,2,7799,6590,61138,11552,62336,9609,6276,7895,7284,261,5284503,637566,31266,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,3,7799,7150,14286,264,11552,62336,263,9609,7895,261,8103,8842,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,4,7799,1068,3776,61138,7793,264,527,263,84682,10448,7284,11173,5318042,637566,638011,10890,24915,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,5,1068,6590,1031,176,180,3776,7363,7150,14286,8025,6561,443158,22386,1032,6569,84682,8063,6276,8857,7895,261,5284503,5318042,8103,10890,24915,31266,10430,0,0,,,,,,,,,,,,,
Ravia 5,6,7799,6590,31244,176,7150,8025,7793,443158,11552,1032,8063,7284,5284503,5318042,638011,24915,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,7,31244,176,180,3776,7363,7150,14286,19310,443158,11552,22386,62336,263,9609,8063,7895,5284503,5318042,638011,637776,10430,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,8,6590,31244,180,3776,7363,14286,61138,6561,443158,11552,12020,62336,263,84682,8063,6276,10448,7895,11173,261,5284503,5318042,638011,10890,8842,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,9,7799,7363,61138,8025,443158,264,12020,527,263,1032,84682,10448,7895,7284,11173,8103,637566,638011,24915,31266,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,10,7799,1068,6590,31244,7150,61138,7793,443158,22386,5284503,637566,10890,8842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,11,7799,1068,6590,31244,176,180,7150,61138,8025,6561,443158,22386,62336,527,9609,1032,6569,84682,6276,10448,8857,7895,11173,5284503,5318042,8103,637566,638011,637776,10890,,,,,,,,,,,,,
Ravia 5,12,1068,6590,31244,1031,176,180,3776,7363,7150,7793,12020,6584,1032,6569,8857,637566,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,13,7799,1031,176,180,14286,8025,6561,7793,264,11552,12020,22386,263,6584,84682,8063,5284503,5318042,8103,3314,10430,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,14,7799,6590,31244,1031,180,3776,7363,7150,14286,61138,19310,443158,264,12020,22386,62336,527,263,6584,1032,84682,6276,7895,7284,5284503,638011,637776,24915,31266,0,,,,,,,,,,,,,
Ravia 5,15,1031,7363,14286,19310,12020,263,1032,6569,8063,6276,7895,7284,3314,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,16,31244,7150,8025,11552,22386,6584,6569,6276,10448,7895,7284,261,5284503,638011,637776,8842,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,17,7799,1068,6590,1031,7150,61138,8025,19310,6561,7793,11552,12020,263,6276,10448,7895,261,5284503,5318042,638011,637776,8842,10430,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,18,6590,31244,176,180,7363,7150,61138,8025,19310,6561,443158,11552,12020,62336,263,9609,1032,6276,10448,7895,7284,8103,638011,637776,24915,3314,0,0,0,0,,,,,,,,,,,,,
Ravia 5,19,7799,6590,31244,1031,180,3776,7363,61138,8025,19310,6561,443158,264,22386,62336,527,263,6584,6569,10448,8857,7284,11173,261,5318042,8103,638011,637776,31266,3314,,,,,,,,,,,,,
Ravia 5,20,7799,1068,6590,31244,176,180,3776,7150,14286,61138,19310,6561,443158,11552,527,9609,1032,6569,10448,8857,7895,7284,11173,261,637566,637776,10890,31266,3314,8842,,,,,,,,,,,,,
Ravia 5,21,1068,1031,176,180,7363,61138,19310,443158,22386,62336,9609,6584,1032,6569,84682,8063,6276,5284503,8103,637566,638011,31266,3314,10430,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,22,31244,176,3776,6561,264,9609,6584,84682,6276,11173,261,8103,637566,637776,24915,8842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,23,6590,31244,3776,7150,61138,19310,7793,22386,62336,527,9609,6584,1032,8857,7895,5284503,8103,637566,8842,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,24,6590,180,6561,22386,527,263,6569,10448,8857,637776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,25,7799,176,7363,19310,6561,264,12020,62336,84682,8857,7895,7284,5318042,638011,24915,31266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,26,6590,31244,7363,61138,19310,6561,264,1032,6569,84682,10448,261,5284503,5318042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,27,6590,31244,176,180,61138,8025,19310,7793,443158,12020,527,263,1032,6569,84682,8063,7895,11173,261,5284503,5318042,637566,638011,637776,10890,31266,3314,8842,10430,0,,,,,,,,,,,,,
Ravia 5,28,1031,176,7363,7150,8025,6561,7793,11552,527,6584,1032,10448,7895,7284,11173,5284503,637566,638011,10890,8842,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,29,6590,31244,3776,7150,6561,7793,443158,264,12020,527,263,9609,8063,6276,8857,7895,7284,261,5318042,8103,638011,24915,31266,3314,10430,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,30,7799,1031,176,3776,7793,22386,9609,8063,7895,11173,5318042,638011,31266,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,31,6590,31244,1031,180,7363,61138,264,22386,527,263,10448,7284,5318042,8103,637776,10890,31266,3314,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,32,7799,180,3776,7363,61138,8025,19310,6561,7793,264,12020,22386,527,263,6584,8063,8857,7895,7284,5284503,8103,638011,10890,24915,31266,3314,8842,0,0,0,,,,,,,,,,,,,
Ravia 5,33,1068,6590,1031,3776,7150,14286,19310,12020,8063,6276,8857,7284,5318042,8103,637566,638011,10890,3314,8842,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,34,6590,7150,14286,61138,7793,443158,11552,22386,263,9609,84682,8063,8857,31266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,35,7799,1068,6590,31244,176,180,7150,61138,8025,6561,443158,22386,62336,527,9609,1032,6569,84682,6276,10448,8857,7895,11173,5284503,5318042,8103,637566,638011,637776,10890,,,,,,,,,,,,,
Ravia 5,36,180,7363,1032,5284503,8103,637776,10890,24915,3314,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,37,31244,3776,61138,19310,7793,12020,263,9609,6569,84682,8857,7284,5318042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,38,7799,1068,6590,1031,176,61138,19310,7793,443158,11552,22386,9609,8063,6276,10448,8857,7895,11173,261,5284503,5318042,8103,637566,637776,24915,3314,0,0,0,0,,,,,,,,,,,,,
Ravia 5,39,31244,1031,176,3776,443158,11552,22386,527,6584,6569,84682,8063,6276,8857,261,5284503,5318042,8103,638011,637776,31266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,40,7799,1031,176,180,14286,8025,6561,7793,264,11552,12020,22386,263,6584,84682,8063,5284503,5318042,8103,3314,10430,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,41,7799,31244,7150,14286,8025,19310,7793,443158,11552,12020,22386,62336,527,84682,8063,6276,10448,7284,5284503,5318042,8103,637566,638011,24915,31266,10430,0,0,0,0,,,,,,,,,,,,,
Ravia 5,42,7799,1068,31244,1031,176,7150,61138,7793,443158,11552,22386,527,263,6584,1032,84682,8063,6276,7284,11173,5318042,8103,637566,638011,637776,3314,8842,10430,0,0,,,,,,,,,,,,,
Ravia 5,43,7799,1068,6590,1031,180,3776,7363,7150,14286,61138,8025,19310,6561,7793,443158,11552,12020,22386,62336,6584,6569,10448,7895,7284,11173,638011,637776,10890,8842,10430,,,,,,,,,,,,,
Ravia 5,44,7799,1068,6590,31244,180,7150,8025,19310,6561,443158,264,12020,527,263,8063,6276,10448,8857,11173,261,5284503,5318042,637566,638011,637776,10890,24915,10430,0,0,,,,,,,,,,,,,
Ravia 5,45,7799,1068,31244,1031,176,180,7363,14286,61138,8025,19310,7793,443158,264,11552,12020,527,263,1032,8063,8857,7284,11173,8103,637566,638011,24915,3314,10430,0,,,,,,,,,,,,,
Ravia 5,46,1031,7363,7150,8025,527,84682,5318042,637566,638011,3314,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,47,6590,31244,176,180,7150,14286,6561,7793,443158,22386,62336,527,9609,6584,6569,8063,6276,7895,11173,5284503,5318042,637566,637776,31266,10430,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,48,7363,14286,8025,6561,264,22386,62336,6569,84682,8063,11173,261,8103,637776,10890,24915,31266,3314,10430,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,49,6561,264,9609,1032,84682,10448,11173,637566,638011,637776,10890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,50,7799,6590,1031,176,180,7150,61138,6561,7793,264,12020,22386,62336,9609,6584,1032,84682,10448,7895,7284,11173,5318042,8103,10890,31266,10430,0,0,0,0,,,,,,,,,,,,,
Ravia 5,51,7799,6590,31244,3776,7363,7150,14286,61138,8025,19310,6561,7793,12020,22386,62336,527,263,6584,8063,10448,8857,11173,637566,638011,637776,24915,31266,10430,0,0,,,,,,,,,,,,,
Ravia 5,52,1031,7363,7150,8025,527,84682,5318042,637566,638011,3314,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,53,7799,6590,31244,1031,7150,61138,19310,6561,7793,443158,11552,527,263,6584,1032,84682,10448,7284,5284503,637566,638011,637776,10890,24915,31266,3314,8842,10430,0,0,,,,,,,,,,,,,
Ravia 5,54,180,7363,7150,14286,61138,8025,19310,443158,264,11552,12020,22386,62336,527,9609,6569,84682,8063,6276,10448,7895,11173,261,5318042,8103,637566,638011,10890,24915,10430,,,,,,,,,,,,,
Ravia 5,55,6590,31244,180,3776,7363,14286,19310,6561,264,9609,6569,6276,8857,7284,5318042,637566,638011,24915,31266,8842,10430,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,56,7799,1068,31244,1031,176,7150,61138,7793,443158,11552,22386,527,263,6584,1032,84682,8063,6276,7284,11173,5318042,8103,637566,638011,637776,3314,8842,10430,0,0,,,,,,,,,,,,,
Ravia 5,57,1068,7150,14286,6561,7793,11552,22386,263,6569,8063,6276,8857,7284,261,5318042,8103,637566,637776,10430,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,58,6590,7363,14286,61138,8025,264,12020,22386,263,9609,1032,8063,11173,10890,31266,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ravia 5,59,6590,176,6561,264,62336,10448,8857,7284,11173,261,5318042,8103,638011,10890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
