Dataset,Mixture 1,Mixture 2,Experimental Values,augmentation_Action
Snitz 2,6353,1,0.531256662,add_2-1
Snitz 2,6354,10,0.629883689,add_1-2
Snitz 2,6355,10,0.629883689,add_1-2
Snitz 2,6356,10,0.629883689,add_1-2
Snitz 2,6357,10,0.629883689,add_1-2
Snitz 2,6358,10,0.629883689,add_1-2
Snitz 2,6359,10,0.629883689,add_1-2
Snitz 2,6360,10,0.629883689,add_1-2
Snitz 2,6361,10,0.629883689,add_1-2
Snitz 2,6362,10,0.629883689,add_1-2
Snitz 2,6363,1,0.629883689,add_2-1
Snitz 2,6364,1,0.629883689,add_2-1
Snitz 2,6365,1,0.629883689,add_2-1
Snitz 2,6366,1,0.629883689,add_2-1
Snitz 2,6367,8,0.523572917,add_1-2
Snitz 2,6368,8,0.523572917,add_1-2
Snitz 2,6369,8,0.523572917,add_1-2
Snitz 2,6370,8,0.523572917,add_1-2
Snitz 2,6371,8,0.523572917,add_1-2
Snitz 2,6372,5,0.523572917,add_2-1
Snitz 2,6373,5,0.523572917,add_2-1
Snitz 2,6374,5,0.523572917,add_2-1
Snitz 2,6375,5,0.523572917,add_2-1
Snitz 2,6376,13,0.623722766,add_1-2
Snitz 2,6377,13,0.623722766,add_1-2
Snitz 2,6378,13,0.623722766,add_1-2
Snitz 2,6379,13,0.623722766,add_1-2
Snitz 2,6380,13,0.623722766,add_1-2
Snitz 2,6381,13,0.623722766,add_1-2
Snitz 2,6382,13,0.623722766,add_1-2
Snitz 2,6383,5,0.623722766,add_2-1
Snitz 2,6384,5,0.623722766,add_2-1
Snitz 2,6385,5,0.623722766,add_2-1
Snitz 2,6386,13,0.623722766,remove_1-2
Snitz 2,6387,10,0.524793971,add_1-2
Snitz 2,6388,10,0.524793971,add_1-2
Snitz 2,6389,10,0.524793971,add_1-2
Snitz 2,6390,10,0.524793971,add_1-2
Snitz 2,6391,10,0.524793971,add_1-2
Snitz 2,6392,10,0.524793971,add_1-2
Snitz 2,6393,10,0.524793971,add_1-2
Snitz 2,6394,10,0.524793971,add_1-2
Snitz 2,6395,10,0.524793971,add_1-2
Snitz 2,6396,5,0.524793971,add_2-1
Snitz 2,6397,5,0.524793971,add_2-1
Snitz 2,6398,5,0.524793971,add_2-1
Snitz 2,6399,5,0.524793971,add_2-1
Snitz 2,6400,14,0.434726288,add_1-2
Snitz 2,6401,14,0.434726288,add_1-2
Snitz 2,6402,14,0.434726288,add_1-2
Snitz 2,6403,14,0.434726288,add_1-2
Snitz 2,6404,14,0.434726288,add_1-2
Snitz 2,6405,14,0.434726288,add_1-2
Snitz 2,6406,14,0.434726288,add_1-2
Snitz 2,6407,14,0.434726288,add_1-2
Snitz 2,6408,14,0.434726288,add_1-2
Snitz 2,6409,14,0.434726288,add_1-2
Snitz 2,6410,5,0.434726288,add_2-1
Snitz 2,6411,5,0.434726288,add_2-1
Snitz 2,6412,5,0.434726288,add_2-1
Snitz 2,6413,5,0.434726288,add_2-1
Snitz 2,6414,11,0.444452165,add_1-2
Snitz 2,6415,11,0.444452165,add_1-2
Snitz 2,6416,11,0.444452165,add_1-2
Snitz 2,6417,11,0.444452165,add_1-2
Snitz 2,6418,11,0.444452165,add_1-2
Snitz 2,6419,11,0.444452165,add_1-2
Snitz 2,6420,11,0.444452165,add_1-2
Snitz 2,6421,11,0.444452165,add_1-2
Snitz 2,6422,11,0.444452165,add_1-2
Snitz 2,6423,5,0.444452165,add_2-1
Snitz 2,6424,5,0.444452165,add_2-1
Snitz 2,6425,5,0.444452165,add_2-1
Snitz 2,6426,11,0.444452165,remove_1-2
Snitz 2,6427,7,0.434875161,add_1-2
Snitz 2,6428,7,0.434875161,add_1-2
Snitz 2,6429,7,0.434875161,add_1-2
Snitz 2,6430,7,0.434875161,add_1-2
Snitz 2,6431,7,0.434875161,add_1-2
Snitz 2,6432,7,0.434875161,add_1-2
Snitz 2,6433,7,0.434875161,add_1-2
Snitz 2,6434,2,0.434875161,add_2-1
Snitz 2,6435,2,0.434875161,add_2-1
Snitz 2,6436,2,0.434875161,add_2-1
Snitz 2,6437,2,0.434875161,add_2-1
Snitz 2,6438,2,0.434875161,add_2-1
Snitz 2,6439,3,0.521107479,add_1-2
Snitz 2,6440,3,0.521107479,add_1-2
Snitz 2,6441,3,0.521107479,add_1-2
Snitz 2,6442,3,0.521107479,add_1-2
Snitz 2,6443,3,0.521107479,add_1-2
Snitz 2,6444,2,0.521107479,add_2-1
Snitz 2,6445,2,0.521107479,add_2-1
Snitz 2,6446,2,0.521107479,add_2-1
Snitz 2,6447,3,0.521107479,remove_1-2
Snitz 2,6448,3,0.521107479,remove_1-2
Snitz 2,6449,9,0.435297988,add_1-2
Snitz 2,6450,9,0.435297988,add_1-2
Snitz 2,6451,9,0.435297988,add_1-2
Snitz 2,6452,9,0.435297988,add_1-2
Snitz 2,6453,9,0.435297988,add_1-2
Snitz 2,6454,9,0.435297988,add_1-2
Snitz 2,6455,9,0.435297988,add_1-2
Snitz 2,6456,2,0.435297988,add_2-1
Snitz 2,6457,2,0.435297988,add_2-1
Snitz 2,6458,2,0.435297988,add_2-1
Snitz 2,6459,2,0.435297988,add_2-1
Snitz 2,6460,9,0.435297988,remove_1-2
Snitz 2,6461,4,0.389479171,add_1-2
Snitz 2,6462,4,0.389479171,add_1-2
Snitz 2,6463,4,0.389479171,add_1-2
Snitz 2,6464,4,0.389479171,add_1-2
Snitz 2,6465,4,0.389479171,add_1-2
Snitz 2,6466,4,0.389479171,add_1-2
Snitz 2,6467,4,0.389479171,add_1-2
Snitz 2,6468,2,0.389479171,add_2-1
Snitz 2,6469,2,0.389479171,add_2-1
Snitz 2,6470,2,0.389479171,add_2-1
Snitz 2,6471,4,0.389479171,remove_1-2
Snitz 2,6472,4,0.389479171,remove_1-2
Snitz 2,6473,10,0.409498442,add_1-2
Snitz 2,6474,10,0.409498442,add_1-2
Snitz 2,6475,10,0.409498442,add_1-2
Snitz 2,6476,10,0.409498442,add_1-2
Snitz 2,6477,10,0.409498442,add_1-2
Snitz 2,6478,10,0.409498442,add_1-2
Snitz 2,6479,10,0.409498442,add_1-2
Snitz 2,6480,10,0.409498442,add_1-2
Snitz 2,6481,2,0.409498442,add_2-1
Snitz 2,6482,2,0.409498442,add_2-1
Snitz 2,6483,2,0.409498442,add_2-1
Snitz 2,6484,2,0.409498442,add_2-1
Snitz 2,6485,10,0.409498442,remove_1-2
Snitz 2,6486,14,0.353717605,add_1-2
Snitz 2,6487,14,0.353717605,add_1-2
Snitz 2,6488,14,0.353717605,add_1-2
Snitz 2,6489,14,0.353717605,add_1-2
Snitz 2,6490,14,0.353717605,add_1-2
Snitz 2,6491,14,0.353717605,add_1-2
Snitz 2,6492,14,0.353717605,add_1-2
Snitz 2,6493,14,0.353717605,add_1-2
Snitz 2,6494,14,0.353717605,add_1-2
Snitz 2,6495,2,0.353717605,add_2-1
Snitz 2,6496,2,0.353717605,add_2-1
Snitz 2,6497,2,0.353717605,add_2-1
Snitz 2,6498,2,0.353717605,add_2-1
Snitz 2,6499,14,0.353717605,remove_1-2
Snitz 2,6500,6,0.699666352,add_1-2
Snitz 2,6501,6,0.699666352,add_1-2
Snitz 2,6502,6,0.699666352,add_1-2
Snitz 2,6503,6,0.699666352,add_1-2
Snitz 2,6504,6,0.699666352,add_1-2
Snitz 2,6505,8,0.699666352,add_2-1
Snitz 2,6506,8,0.699666352,add_2-1
Snitz 2,6507,8,0.699666352,add_2-1
Snitz 2,6508,8,0.699666352,add_2-1
Snitz 2,6509,6,0.699666352,remove_1-2
Snitz 2,6510,12,0.75005623,add_1-2
Snitz 2,6511,12,0.75005623,add_1-2
Snitz 2,6512,12,0.75005623,add_1-2
Snitz 2,6513,12,0.75005623,add_1-2
Snitz 2,6514,12,0.75005623,add_1-2
Snitz 2,6515,12,0.75005623,add_1-2
Snitz 2,6516,8,0.75005623,add_2-1
Snitz 2,6517,8,0.75005623,add_2-1
Snitz 2,6518,8,0.75005623,add_2-1
Snitz 2,6519,8,0.75005623,add_2-1
Snitz 2,6520,8,0.75005623,add_2-1
Snitz 2,6521,3,0.493943735,add_1-2
Snitz 2,6522,3,0.493943735,add_1-2
Snitz 2,6523,3,0.493943735,add_1-2
Snitz 2,6524,3,0.493943735,add_1-2
Snitz 2,6525,3,0.493943735,add_1-2
Snitz 2,6526,8,0.493943735,add_2-1
Snitz 2,6527,8,0.493943735,add_2-1
Snitz 2,6528,8,0.493943735,add_2-1
Snitz 2,6529,3,0.493943735,remove_1-2
Snitz 2,6530,3,0.493943735,remove_1-2
Snitz 2,6531,13,0.766438661,add_1-2
Snitz 2,6532,13,0.766438661,add_1-2
Snitz 2,6533,13,0.766438661,add_1-2
Snitz 2,6534,13,0.766438661,add_1-2
Snitz 2,6535,13,0.766438661,add_1-2
Snitz 2,6536,13,0.766438661,add_1-2
Snitz 2,6537,13,0.766438661,add_1-2
Snitz 2,6538,13,0.766438661,add_1-2
Snitz 2,6539,8,0.766438661,add_2-1
Snitz 2,6540,8,0.766438661,add_2-1
Snitz 2,6541,8,0.766438661,add_2-1
Snitz 2,6542,8,0.766438661,add_2-1
Snitz 2,6543,8,0.766438661,add_2-1
Snitz 2,6544,10,0.537752535,add_1-2
Snitz 2,6545,10,0.537752535,add_1-2
Snitz 2,6546,10,0.537752535,add_1-2
Snitz 2,6547,10,0.537752535,add_1-2
Snitz 2,6548,10,0.537752535,add_1-2
Snitz 2,6549,10,0.537752535,add_1-2
Snitz 2,6550,10,0.537752535,add_1-2
Snitz 2,6551,10,0.537752535,add_1-2
Snitz 2,6552,8,0.537752535,add_2-1
Snitz 2,6553,8,0.537752535,add_2-1
Snitz 2,6554,8,0.537752535,add_2-1
Snitz 2,6555,8,0.537752535,add_2-1
Snitz 2,6556,10,0.537752535,remove_1-2
Snitz 2,6557,14,0.61790083,add_1-2
Snitz 2,6558,14,0.61790083,add_1-2
Snitz 2,6559,14,0.61790083,add_1-2
Snitz 2,6560,14,0.61790083,add_1-2
Snitz 2,6561,14,0.61790083,add_1-2
Snitz 2,6562,14,0.61790083,add_1-2
Snitz 2,6563,14,0.61790083,add_1-2
Snitz 2,6564,14,0.61790083,add_1-2
Snitz 2,6565,14,0.61790083,add_1-2
Snitz 2,6566,14,0.61790083,add_1-2
Snitz 2,6567,8,0.61790083,add_2-1
Snitz 2,6568,8,0.61790083,add_2-1
Snitz 2,6569,8,0.61790083,add_2-1
Snitz 2,6570,8,0.61790083,add_2-1
Snitz 2,6571,8,0.61790083,add_2-1
Snitz 2,6572,3,0.648905325,add_1-2
Snitz 2,6573,3,0.648905325,add_1-2
Snitz 2,6574,3,0.648905325,add_1-2
Snitz 2,6575,3,0.648905325,add_1-2
Snitz 2,6576,3,0.648905325,add_1-2
Snitz 2,6577,3,0.648905325,add_1-2
Snitz 2,6578,6,0.648905325,add_2-1
Snitz 2,6579,6,0.648905325,add_2-1
Snitz 2,6580,6,0.648905325,add_2-1
Snitz 2,6581,6,0.648905325,add_2-1
Snitz 2,6582,6,0.648905325,add_2-1
Snitz 2,6583,3,0.648905325,remove_1-2
Snitz 2,6584,9,0.722060567,add_1-2
Snitz 2,6585,9,0.722060567,add_1-2
Snitz 2,6586,9,0.722060567,add_1-2
Snitz 2,6587,9,0.722060567,add_1-2
Snitz 2,6588,9,0.722060567,add_1-2
Snitz 2,6589,9,0.722060567,add_1-2
Snitz 2,6590,6,0.722060567,add_2-1
Snitz 2,6591,6,0.722060567,add_2-1
Snitz 2,6592,6,0.722060567,add_2-1
Snitz 2,6593,6,0.722060567,add_2-1
Snitz 2,6594,9,0.722060567,remove_1-2
Snitz 2,6595,9,0.722060567,remove_1-2
Snitz 2,6596,4,0.718496654,add_1-2
Snitz 2,6597,4,0.718496654,add_1-2
Snitz 2,6598,4,0.718496654,add_1-2
Snitz 2,6599,4,0.718496654,add_1-2
Snitz 2,6600,4,0.718496654,add_1-2
Snitz 2,6601,4,0.718496654,add_1-2
Snitz 2,6602,4,0.718496654,add_1-2
Snitz 2,6603,4,0.718496654,add_1-2
Snitz 2,6604,6,0.718496654,add_2-1
Snitz 2,6605,6,0.718496654,add_2-1
Snitz 2,6606,6,0.718496654,add_2-1
Snitz 2,6607,6,0.718496654,add_2-1
Snitz 2,6608,6,0.718496654,add_2-1
Snitz 2,6609,4,0.718496654,remove_1-2
Snitz 2,6610,7,0.661498482,add_1-2
Snitz 2,6611,7,0.661498482,add_1-2
Snitz 2,6612,7,0.661498482,add_1-2
Snitz 2,6613,7,0.661498482,add_1-2
Snitz 2,6614,7,0.661498482,add_1-2
Snitz 2,6615,7,0.661498482,add_1-2
Snitz 2,6616,12,0.661498482,add_2-1
Snitz 2,6617,12,0.661498482,add_2-1
Snitz 2,6618,12,0.661498482,add_2-1
Snitz 2,6619,12,0.661498482,add_2-1
Snitz 2,6620,12,0.661498482,add_2-1
Snitz 2,6621,7,0.661498482,remove_1-2
Snitz 2,6622,13,0.633933962,add_1-2
Snitz 2,6623,13,0.633933962,add_1-2
Snitz 2,6624,13,0.633933962,add_1-2
Snitz 2,6625,13,0.633933962,add_1-2
Snitz 2,6626,13,0.633933962,add_1-2
Snitz 2,6627,13,0.633933962,add_1-2
Snitz 2,6628,13,0.633933962,add_1-2
Snitz 2,6629,12,0.633933962,add_2-1
Snitz 2,6630,12,0.633933962,add_2-1
Snitz 2,6631,12,0.633933962,add_2-1
Snitz 2,6632,12,0.633933962,add_2-1
Snitz 2,6633,12,0.633933962,add_2-1
Snitz 2,6634,13,0.633933962,remove_1-2
Snitz 2,6635,4,0.724689658,add_1-2
Snitz 2,6636,4,0.724689658,add_1-2
Snitz 2,6637,4,0.724689658,add_1-2
Snitz 2,6638,4,0.724689658,add_1-2
Snitz 2,6639,4,0.724689658,add_1-2
Snitz 2,6640,4,0.724689658,add_1-2
Snitz 2,6641,4,0.724689658,add_1-2
Snitz 2,6642,4,0.724689658,add_1-2
Snitz 2,6643,12,0.724689658,add_2-1
Snitz 2,6644,12,0.724689658,add_2-1
Snitz 2,6645,12,0.724689658,add_2-1
Snitz 2,6646,12,0.724689658,add_2-1
Snitz 2,6647,12,0.724689658,add_2-1
Snitz 2,6648,4,0.724689658,remove_1-2
Snitz 2,6649,14,0.608783615,add_1-2
Snitz 2,6650,14,0.608783615,add_1-2
Snitz 2,6651,14,0.608783615,add_1-2
Snitz 2,6652,14,0.608783615,add_1-2
Snitz 2,6653,14,0.608783615,add_1-2
Snitz 2,6654,14,0.608783615,add_1-2
Snitz 2,6655,14,0.608783615,add_1-2
Snitz 2,6656,14,0.608783615,add_1-2
Snitz 2,6657,14,0.608783615,add_1-2
Snitz 2,6658,14,0.608783615,add_1-2
Snitz 2,6659,12,0.608783615,add_2-1
Snitz 2,6660,12,0.608783615,add_2-1
Snitz 2,6661,12,0.608783615,add_2-1
Snitz 2,6662,12,0.608783615,add_2-1
Snitz 2,6663,12,0.608783615,add_2-1
Snitz 2,6664,12,0.608783615,add_2-1
Snitz 2,6665,3,0.464489509,add_1-2
Snitz 2,6666,3,0.464489509,add_1-2
Snitz 2,6667,3,0.464489509,add_1-2
Snitz 2,6668,3,0.464489509,add_1-2
Snitz 2,6669,3,0.464489509,add_1-2
Snitz 2,6670,3,0.464489509,add_1-2
Snitz 2,6671,7,0.464489509,add_2-1
Snitz 2,6672,7,0.464489509,add_2-1
Snitz 2,6673,7,0.464489509,add_2-1
Snitz 2,6674,7,0.464489509,add_2-1
Snitz 2,6675,7,0.464489509,add_2-1
Snitz 2,6676,7,0.464489509,add_2-1
Snitz 2,6677,3,0.464489509,remove_1-2
Snitz 2,6678,9,0.41743823,add_1-2
Snitz 2,6679,9,0.41743823,add_1-2
Snitz 2,6680,9,0.41743823,add_1-2
Snitz 2,6681,9,0.41743823,add_1-2
Snitz 2,6682,9,0.41743823,add_1-2
Snitz 2,6683,9,0.41743823,add_1-2
Snitz 2,6684,9,0.41743823,add_1-2
Snitz 2,6685,9,0.41743823,add_1-2
Snitz 2,6686,7,0.41743823,add_2-1
Snitz 2,6687,7,0.41743823,add_2-1
Snitz 2,6688,7,0.41743823,add_2-1
Snitz 2,6689,7,0.41743823,add_2-1
Snitz 2,6690,7,0.41743823,add_2-1
Snitz 2,6691,7,0.41743823,add_2-1
Snitz 2,6692,7,0.41743823,add_2-1
Snitz 2,6693,13,0.560994228,add_1-2
Snitz 2,6694,13,0.560994228,add_1-2
Snitz 2,6695,13,0.560994228,add_1-2
Snitz 2,6696,13,0.560994228,add_1-2
Snitz 2,6697,13,0.560994228,add_1-2
Snitz 2,6698,13,0.560994228,add_1-2
Snitz 2,6699,13,0.560994228,add_1-2
Snitz 2,6700,13,0.560994228,add_1-2
Snitz 2,6701,7,0.560994228,add_2-1
Snitz 2,6702,7,0.560994228,add_2-1
Snitz 2,6703,7,0.560994228,add_2-1
Snitz 2,6704,7,0.560994228,add_2-1
Snitz 2,6705,7,0.560994228,add_2-1
Snitz 2,6706,7,0.560994228,add_2-1
Snitz 2,6707,7,0.560994228,add_2-1
Snitz 2,6708,4,0.385388532,add_1-2
Snitz 2,6709,4,0.385388532,add_1-2
Snitz 2,6710,4,0.385388532,add_1-2
Snitz 2,6711,4,0.385388532,add_1-2
Snitz 2,6712,4,0.385388532,add_1-2
Snitz 2,6713,4,0.385388532,add_1-2
Snitz 2,6714,4,0.385388532,add_1-2
Snitz 2,6715,7,0.385388532,add_2-1
Snitz 2,6716,7,0.385388532,add_2-1
Snitz 2,6717,7,0.385388532,add_2-1
Snitz 2,6718,7,0.385388532,add_2-1
Snitz 2,6719,7,0.385388532,add_2-1
Snitz 2,6720,4,0.385388532,remove_1-2
Snitz 2,6721,4,0.385388532,remove_1-2
Snitz 2,6722,10,0.499030847,add_1-2
Snitz 2,6723,10,0.499030847,add_1-2
Snitz 2,6724,10,0.499030847,add_1-2
Snitz 2,6725,10,0.499030847,add_1-2
Snitz 2,6726,10,0.499030847,add_1-2
Snitz 2,6727,10,0.499030847,add_1-2
Snitz 2,6728,10,0.499030847,add_1-2
Snitz 2,6729,7,0.499030847,add_2-1
Snitz 2,6730,7,0.499030847,add_2-1
Snitz 2,6731,7,0.499030847,add_2-1
Snitz 2,6732,7,0.499030847,add_2-1
Snitz 2,6733,7,0.499030847,add_2-1
Snitz 2,6734,10,0.499030847,remove_1-2
Snitz 2,6735,10,0.499030847,remove_1-2
Snitz 2,6736,11,0.344029083,add_1-2
Snitz 2,6737,11,0.344029083,add_1-2
Snitz 2,6738,11,0.344029083,add_1-2
Snitz 2,6739,11,0.344029083,add_1-2
Snitz 2,6740,11,0.344029083,add_1-2
Snitz 2,6741,11,0.344029083,add_1-2
Snitz 2,6742,11,0.344029083,add_1-2
Snitz 2,6743,11,0.344029083,add_1-2
Snitz 2,6744,7,0.344029083,add_2-1
Snitz 2,6745,7,0.344029083,add_2-1
Snitz 2,6746,7,0.344029083,add_2-1
Snitz 2,6747,7,0.344029083,add_2-1
Snitz 2,6748,7,0.344029083,add_2-1
Snitz 2,6749,11,0.344029083,remove_1-2
Snitz 2,6750,11,0.344029083,remove_1-2
Snitz 2,6751,14,0.516065325,add_1-2
Snitz 2,6752,14,0.516065325,add_1-2
Snitz 2,6753,14,0.516065325,add_1-2
Snitz 2,6754,14,0.516065325,add_1-2
Snitz 2,6755,14,0.516065325,add_1-2
Snitz 2,6756,14,0.516065325,add_1-2
Snitz 2,6757,14,0.516065325,add_1-2
Snitz 2,6758,14,0.516065325,add_1-2
Snitz 2,6759,14,0.516065325,add_1-2
Snitz 2,6760,14,0.516065325,add_1-2
Snitz 2,6761,3,0.516065325,add_2-1
Snitz 2,6762,3,0.516065325,add_2-1
Snitz 2,6763,3,0.516065325,add_2-1
Snitz 2,6764,3,0.516065325,add_2-1
Snitz 2,6765,3,0.516065325,add_2-1
Snitz 2,6766,3,0.516065325,add_2-1
Snitz 2,6767,3,0.516065325,add_2-1
Snitz 2,6768,11,0.496331653,add_1-2
Snitz 2,6769,11,0.496331653,add_1-2
Snitz 2,6770,11,0.496331653,add_1-2
Snitz 2,6771,11,0.496331653,add_1-2
Snitz 2,6772,11,0.496331653,add_1-2
Snitz 2,6773,11,0.496331653,add_1-2
Snitz 2,6774,11,0.496331653,add_1-2
Snitz 2,6775,11,0.496331653,add_1-2
Snitz 2,6776,11,0.496331653,add_1-2
Snitz 2,6777,3,0.496331653,add_2-1
Snitz 2,6778,3,0.496331653,add_2-1
Snitz 2,6779,3,0.496331653,add_2-1
Snitz 2,6780,3,0.496331653,add_2-1
Snitz 2,6781,3,0.496331653,add_2-1
Snitz 2,6782,3,0.496331653,add_2-1
Snitz 2,6783,11,0.496331653,remove_1-2
Snitz 2,6784,13,0.582958927,add_1-2
Snitz 2,6785,13,0.582958927,add_1-2
Snitz 2,6786,13,0.582958927,add_1-2
Snitz 2,6787,13,0.582958927,add_1-2
Snitz 2,6788,13,0.582958927,add_1-2
Snitz 2,6789,13,0.582958927,add_1-2
Snitz 2,6790,13,0.582958927,add_1-2
Snitz 2,6791,9,0.582958927,add_2-1
Snitz 2,6792,9,0.582958927,add_2-1
Snitz 2,6793,9,0.582958927,add_2-1
Snitz 2,6794,9,0.582958927,add_2-1
Snitz 2,6795,9,0.582958927,add_2-1
Snitz 2,6796,9,0.582958927,add_2-1
Snitz 2,6797,9,0.582958927,add_2-1
Snitz 2,6798,13,0.582958927,remove_1-2
Snitz 2,6799,4,0.414009564,add_1-2
Snitz 2,6800,4,0.414009564,add_1-2
Snitz 2,6801,4,0.414009564,add_1-2
Snitz 2,6802,4,0.414009564,add_1-2
Snitz 2,6803,4,0.414009564,add_1-2
Snitz 2,6804,4,0.414009564,add_1-2
Snitz 2,6805,4,0.414009564,add_1-2
Snitz 2,6806,4,0.414009564,add_1-2
Snitz 2,6807,4,0.414009564,add_1-2
Snitz 2,6808,9,0.414009564,add_2-1
Snitz 2,6809,9,0.414009564,add_2-1
Snitz 2,6810,9,0.414009564,add_2-1
Snitz 2,6811,9,0.414009564,add_2-1
Snitz 2,6812,9,0.414009564,add_2-1
Snitz 2,6813,9,0.414009564,add_2-1
Snitz 2,6814,9,0.414009564,add_2-1
Snitz 2,6815,9,0.414009564,add_2-1
Snitz 2,6816,11,0.309007512,add_1-2
Snitz 2,6817,11,0.309007512,add_1-2
Snitz 2,6818,11,0.309007512,add_1-2
Snitz 2,6819,11,0.309007512,add_1-2
Snitz 2,6820,11,0.309007512,add_1-2
Snitz 2,6821,11,0.309007512,add_1-2
Snitz 2,6822,9,0.309007512,add_2-1
Snitz 2,6823,9,0.309007512,add_2-1
Snitz 2,6824,9,0.309007512,add_2-1
Snitz 2,6825,9,0.309007512,add_2-1
Snitz 2,6826,11,0.309007512,remove_1-2
Snitz 2,6827,11,0.309007512,remove_1-2
Snitz 2,6828,11,0.309007512,remove_1-2
Snitz 2,6829,11,0.309007512,remove_1-2
Snitz 2,6830,10,0.609489573,add_1-2
Snitz 2,6831,10,0.609489573,add_1-2
Snitz 2,6832,10,0.609489573,add_1-2
Snitz 2,6833,10,0.609489573,add_1-2
Snitz 2,6834,10,0.609489573,add_1-2
Snitz 2,6835,10,0.609489573,add_1-2
Snitz 2,6836,10,0.609489573,add_1-2
Snitz 2,6837,10,0.609489573,add_1-2
Snitz 2,6838,13,0.609489573,add_2-1
Snitz 2,6839,13,0.609489573,add_2-1
Snitz 2,6840,13,0.609489573,add_2-1
Snitz 2,6841,13,0.609489573,add_2-1
Snitz 2,6842,13,0.609489573,add_2-1
Snitz 2,6843,13,0.609489573,add_2-1
Snitz 2,6844,13,0.609489573,add_2-1
Snitz 2,6845,10,0.609489573,remove_1-2
Snitz 2,6846,14,0.369436836,add_1-2
Snitz 2,6847,14,0.369436836,add_1-2
Snitz 2,6848,14,0.369436836,add_1-2
Snitz 2,6849,14,0.369436836,add_1-2
Snitz 2,6850,14,0.369436836,add_1-2
Snitz 2,6851,4,0.369436836,add_2-1
Snitz 2,6852,4,0.369436836,add_2-1
Snitz 2,6853,4,0.369436836,add_2-1
Snitz 2,6854,4,0.369436836,add_2-1
Snitz 2,6855,14,0.369436836,remove_1-2
Snitz 2,6856,14,0.369436836,remove_1-2
Snitz 2,6857,14,0.369436836,remove_1-2
Snitz 2,6858,14,0.369436836,remove_1-2
Snitz 2,6859,14,0.369436836,remove_1-2
Snitz 2,6860,11,0.540210831,add_1-2
Snitz 2,6861,11,0.540210831,add_1-2
Snitz 2,6862,11,0.540210831,add_1-2
Snitz 2,6863,11,0.540210831,add_1-2
Snitz 2,6864,11,0.540210831,add_1-2
Snitz 2,6865,11,0.540210831,add_1-2
Snitz 2,6866,11,0.540210831,add_1-2
Snitz 2,6867,11,0.540210831,add_1-2
Snitz 2,6868,11,0.540210831,add_1-2
Snitz 2,6869,10,0.540210831,add_2-1
Snitz 2,6870,10,0.540210831,add_2-1
Snitz 2,6871,10,0.540210831,add_2-1
Snitz 2,6872,10,0.540210831,add_2-1
Snitz 2,6873,10,0.540210831,add_2-1
Snitz 2,6874,10,0.540210831,add_2-1
Snitz 2,6875,10,0.540210831,add_2-1
Snitz 2,6876,10,0.540210831,add_2-1
Snitz 2,6877,11,0.540210831,remove_1-2
Snitz 2,6878,11,0.374876806,add_1-2
Snitz 2,6879,11,0.374876806,add_1-2
Snitz 2,6880,11,0.374876806,add_1-2
Snitz 2,6881,11,0.374876806,add_1-2
Snitz 2,6882,11,0.374876806,add_1-2
Snitz 2,6883,11,0.374876806,add_1-2
Snitz 2,6884,11,0.374876806,add_1-2
Snitz 2,6885,11,0.374876806,add_1-2
Snitz 2,6886,11,0.374876806,add_1-2
Snitz 2,6887,14,0.374876806,add_2-1
Snitz 2,6888,14,0.374876806,add_2-1
Snitz 2,6889,14,0.374876806,add_2-1
Snitz 2,6890,14,0.374876806,add_2-1
Snitz 2,6891,14,0.374876806,add_2-1
Snitz 2,6892,14,0.374876806,add_2-1
Snitz 2,6893,14,0.374876806,add_2-1
Snitz 2,6894,14,0.374876806,add_2-1
Snitz 2,6895,14,0.374876806,add_2-1
Snitz 2,6896,11,0.374876806,remove_1-2
Ravia 1,6897,3,0.615227273,add_1-2
Ravia 1,6898,3,0.615227273,add_1-2
Ravia 1,6899,3,0.615227273,add_1-2
Ravia 1,6900,3,0.615227273,add_1-2
Ravia 1,6901,3,0.615227273,add_1-2
Ravia 1,6902,1,0.615227273,add_2-1
Ravia 1,6903,1,0.615227273,add_2-1
Ravia 1,6904,1,0.615227273,add_2-1
Ravia 1,6905,1,0.615227273,add_2-1
Ravia 1,6906,8,0.551590909,add_1-2
Ravia 1,6907,8,0.551590909,add_1-2
Ravia 1,6908,8,0.551590909,add_1-2
Ravia 1,6909,8,0.551590909,add_1-2
Ravia 1,6910,8,0.551590909,add_1-2
Ravia 1,6911,8,0.551590909,add_1-2
Ravia 1,6912,8,0.551590909,add_1-2
Ravia 1,6913,1,0.551590909,add_2-1
Ravia 1,6914,1,0.551590909,add_2-1
Ravia 1,6915,1,0.551590909,add_2-1
Ravia 1,6916,1,0.551590909,add_2-1
Ravia 1,6917,11,0.689772727,add_1-2
Ravia 1,6918,11,0.689772727,add_1-2
Ravia 1,6919,11,0.689772727,add_1-2
Ravia 1,6920,11,0.689772727,add_1-2
Ravia 1,6921,11,0.689772727,add_1-2
Ravia 1,6922,11,0.689772727,add_1-2
Ravia 1,6923,11,0.689772727,add_1-2
Ravia 1,6924,11,0.689772727,add_1-2
Ravia 1,6925,1,0.689772727,add_2-1
Ravia 1,6926,1,0.689772727,add_2-1
Ravia 1,6927,1,0.689772727,add_2-1
Ravia 1,6928,11,0.689772727,remove_1-2
Ravia 1,6929,5,0.59,add_1-2
Ravia 1,6930,5,0.59,add_1-2
Ravia 1,6931,5,0.59,add_1-2
Ravia 1,6932,5,0.59,add_1-2
